customer_id,last_purchase,frequency,monetary,recency_days,R_score,F_score,M_score,RFM_score,segment
17070,2010-10-25 15:57:00,1,132.55,46,3,2,1,3-2-1,Promising
17071,2010-11-23 11:47:00,4,1291.2350000000001,17,4,4,4,4-4-4,Champions
17072,2010-03-24 16:33:00,1,269.395,261,1,2,2,1-2-2,Hibernating
17074,2010-05-26 12:04:00,1,141.54999999999998,198,1,2,1,1-2-1,Hibernating
17075,2010-10-06 13:24:00,6,1373.46,65,3,5,4,3-5-4,Loyal Customers
17076,2010-11-12 10:51:00,3,400.34499999999997,28,4,4,2,4-4-2,Potential Loyalists
17077,2010-05-10 16:36:00,1,199.75,214,1,2,1,1-2-1,Hibernating
17080,2010-11-25 17:55:00,5,582.285,15,5,4,3,5-4-3,Loyal Customers
17081,2010-11-09 12:44:00,4,617.35,31,4,4,3,4-4-3,Loyal Customers
17082,2010-11-10 09:19:00,4,2615.2,30,4,4,5,4-4-5,Champions
17083,2010-10-26 08:41:00,6,2140.63,45,3,5,5,3-5-5,Loyal Customers
17084,2010-11-08 14:20:00,1,2062.345,32,4,2,5,4-2-5,Potential Loyalists
17085,2010-11-28 11:49:00,23,6204.32,12,5,5,5,5-5-5,Champions
17087,2009-12-02 10:41:00,1,220.48000000000002,373,1,2,2,1-2-2,Hibernating
17089,2010-11-18 15:33:00,1,128.45,22,4,2,1,4-2-1,Recent Customers
17090,2010-11-30 10:49:00,6,987.57,10,5,5,4,5-5-4,Champions
17091,2010-12-07 09:55:00,11,3874.68,3,5,5,5,5-5-5,Champions
17092,2010-09-28 14:27:00,7,3576.455,73,2,5,5,2-5-5,Loyal Customers
17093,2010-04-26 10:22:00,1,235.88,228,1,2,2,1-2-2,Hibernating
17094,2010-10-12 10:48:00,1,99.575,59,3,2,1,3-2-1,Promising
17095,2010-10-05 09:45:00,4,1020.715,66,3,4,4,3-4-4,Loyal Customers
17096,2010-11-21 12:59:00,7,2548.75,19,4,5,5,4-5-5,Champions
17097,2010-12-09 14:55:00,2,338.46,1,5,3,2,5-3-2,Potential Loyalists
17098,2010-11-23 12:13:00,3,545.97,17,4,4,3,4-4-3,Loyal Customers
17099,2010-06-24 16:25:00,1,562.945,169,2,2,3,2-2-3,About to Sleep
17101,2010-11-10 10:15:00,3,835.1899999999999,30,4,4,4,4-4-4,Champions
17103,2009-12-17 14:08:00,1,413.90500000000003,358,1,2,2,1-2-2,Hibernating
17104,2010-10-12 12:21:00,1,469.93,59,3,2,3,3-2-3,Potential Loyalists
17106,2010-11-15 14:11:00,1,466.68,25,4,2,3,4-2-3,Potential Loyalists
17107,2010-11-07 13:50:00,4,4427.17,33,4,4,5,4-4-5,Champions
17108,2010-02-14 12:22:00,1,174.95,299,1,2,1,1-2-1,Hibernating
17109,2010-10-29 15:56:00,2,408.94,42,3,3,2,3-3-2,Potential Loyalists
17110,2010-07-07 12:21:00,2,294.4,156,2,3,2,2-3-2,About to Sleep
17111,2010-10-10 15:21:00,1,210.09,61,3,2,1,3-2-1,Promising
17112,2010-07-25 11:14:00,1,197.57,138,2,2,1,2-2-1,About to Sleep
17113,2010-05-14 13:59:00,6,2215.325,210,1,5,5,1-5-5,Loyal Customers
17115,2010-06-09 11:10:00,4,1824.69,184,1,4,5,1-4-5,Loyal Customers
17116,2010-03-01 16:29:00,1,365.425,284,1,2,2,1-2-2,Hibernating
17121,2010-11-02 11:47:00,1,306.94,38,3,2,2,3-2-2,Potential Loyalists
17122,2010-11-16 14:38:00,3,430.605,24,4,4,3,4-4-3,Loyal Customers
17123,2010-09-26 12:06:00,2,592.515,75,2,3,3,2-3-3,About to Sleep
17126,2010-11-23 10:27:00,4,998.66,17,4,4,4,4-4-4,Champions
17127,2010-10-07 09:54:00,5,1097.615,64,3,4,4,3-4-4,Loyal Customers
17129,2010-07-07 13:46:00,1,31.85,156,2,2,1,2-2-1,About to Sleep
17132,2010-09-13 16:31:00,2,1040.235,88,2,3,4,2-3-4,About to Sleep
17133,2010-08-22 13:58:00,5,1032.83,110,2,4,4,2-4-4,Loyal Customers
17134,2010-09-23 18:32:00,1,209.5,78,2,2,1,2-2-1,About to Sleep
17135,2010-12-03 09:31:00,4,737.975,7,5,4,3,5-4-3,Loyal Customers
17136,2010-02-15 13:13:00,1,203.26,298,1,2,1,1-2-1,Hibernating
17137,2010-10-19 14:51:00,6,1098.55,52,3,5,4,3-5-4,Loyal Customers
17138,2010-11-15 13:15:00,6,3830.8450000000003,25,4,5,5,4-5-5,Champions
17139,2010-11-15 12:19:00,13,7995.07,25,4,5,5,4-5-5,Champions
17141,2010-10-17 14:54:00,4,713.68,54,3,4,3,3-4-3,Loyal Customers
17142,2010-10-31 14:52:00,3,663.35,40,3,4,3,3-4-3,Loyal Customers
17143,2010-10-18 15:27:00,2,809.14,53,3,3,3,3-3-3,Potential Loyalists
17145,2010-07-15 09:02:00,4,2863.1,148,2,4,5,2-4-5,Loyal Customers
17146,2010-09-30 10:24:00,10,4844.175,71,3,5,5,3-5-5,Loyal Customers
17147,2010-09-13 10:30:00,5,1293.225,88,2,4,4,2-4-4,Loyal Customers
17149,2010-09-14 14:56:00,1,143.10000000000002,87,2,2,1,2-2-1,About to Sleep
17150,2010-11-28 11:27:00,6,1312.725,12,5,5,4,5-5-4,Champions
17151,2009-12-04 14:56:00,1,231.90000000000003,371,1,2,2,1-2-2,Hibernating
17152,2010-10-10 12:40:00,1,256.15000000000003,61,3,2,2,3-2-2,Potential Loyalists
17155,2010-06-30 09:24:00,5,511.72,163,2,4,3,2-4-3,Loyal Customers
17156,2010-08-05 11:30:00,1,588.62,127,2,2,3,2-2-3,About to Sleep
17157,2010-08-16 13:22:00,17,3467.2450000000003,116,2,5,5,2-5-5,Loyal Customers
17158,2010-06-10 10:38:00,2,695.58,183,1,3,3,1-3-3,At Risk
17159,2010-08-19 11:48:00,2,496.185,113,2,3,3,2-3-3,About to Sleep
17160,2010-11-30 17:43:00,11,6558.1,10,5,5,5,5-5-5,Champions
17161,2010-09-21 16:44:00,1,848.16,80,2,2,4,2-2-4,About to Sleep
17163,2010-09-20 10:08:00,2,389.875,81,2,3,2,2-3-2,About to Sleep
17165,2010-11-23 13:35:00,5,1600.07,17,4,4,4,4-4-4,Champions
17167,2010-11-25 10:05:00,3,848.09,15,5,4,4,5-4-4,Champions
17168,2010-07-29 12:33:00,1,391.5,134,2,2,2,2-2-2,About to Sleep
17169,2010-05-10 13:00:00,1,316.84999999999997,214,1,2,2,1-2-2,Hibernating
17170,2010-11-30 15:55:00,2,176.795,10,5,3,1,5-3-1,Other
17171,2010-02-16 12:02:00,1,148.88,297,1,2,1,1-2-1,Hibernating
17172,2010-10-05 12:02:00,2,475.04,66,3,3,3,3-3-3,Potential Loyalists
17176,2010-07-01 12:11:00,2,512.925,162,2,3,3,2-3-3,About to Sleep
17177,2010-07-22 14:53:00,1,111.9,141,2,2,1,2-2-1,About to Sleep
17178,2009-12-08 16:20:00,1,380.56,367,1,2,2,1-2-2,Hibernating
17179,2010-11-22 15:52:00,3,795.47,18,4,4,3,4-4-3,Loyal Customers
17180,2010-10-13 16:58:00,7,1340.965,58,3,5,4,3-5-4,Loyal Customers
17181,2010-12-01 12:38:00,2,70.465,9,5,3,1,5-3-1,Other
17182,2010-10-13 10:09:00,2,321.3,58,3,3,2,3-3-2,Potential Loyalists
17184,2010-05-19 14:24:00,2,198.41000000000003,205,1,3,1,1-3-1,Other
17185,2010-04-27 12:15:00,3,229.46,227,1,4,2,1-4-2,Other
17187,2010-07-01 14:38:00,1,184.155,162,2,2,1,2-2-1,About to Sleep
17188,2010-09-19 12:05:00,6,2007.6,82,2,5,5,2-5-5,Loyal Customers
17189,2010-05-27 20:11:00,3,554.1,196,1,4,3,1-4-3,Loyal Customers
17190,2010-11-01 14:22:00,5,811.27,39,3,4,3,3-4-3,Loyal Customers
17191,2010-12-06 14:46:00,11,2598.025,4,5,5,5,5-5-5,Champions
17192,2010-06-21 16:07:00,1,70.97,172,2,2,1,2-2-1,About to Sleep
17193,2010-11-18 16:57:00,2,400.93,22,4,3,2,4-3-2,Potential Loyalists
17194,2010-06-27 13:16:00,1,499.555,166,2,2,3,2-2-3,About to Sleep
17195,2010-02-22 13:05:00,1,478.67499999999995,291,1,2,3,1-2-3,Other
17196,2010-10-08 11:31:00,1,322.55,63,3,2,2,3-2-2,Potential Loyalists
17198,2010-12-09 13:34:00,2,486.435,1,5,3,3,5-3-3,Potential Loyalists
17199,2010-05-06 13:53:00,1,112.3,218,1,2,1,1-2-1,Hibernating
17200,2010-11-17 13:04:00,4,193.42000000000002,23,4,4,1,4-4-1,Other
17201,2010-07-04 11:40:00,3,818.66,159,2,4,3,2-4-3,Loyal Customers
17202,2010-10-15 11:25:00,1,160.65,56,3,2,1,3-2-1,Promising
17203,2010-11-16 13:07:00,4,934.025,24,4,4,4,4-4-4,Champions
17204,2010-11-30 17:58:00,5,3203.195,10,5,4,5,5-4-5,Champions
17205,2010-10-19 16:11:00,2,230.48,52,3,3,2,3-3-2,Potential Loyalists
17207,2010-02-25 19:08:00,1,279.875,288,1,2,2,1-2-2,Hibernating
17208,2010-11-09 12:50:00,1,109.89,31,4,2,1,4-2-1,Recent Customers
17209,2010-02-28 16:01:00,3,287.45,285,1,4,2,1-4-2,Other
17210,2010-11-12 12:15:00,1,249.095,28,4,2,2,4-2-2,Potential Loyalists
17211,2010-12-05 12:44:00,6,1708.09,5,5,5,4,5-5-4,Champions
17212,2010-09-07 15:46:00,2,489.55,94,2,3,3,2-3-3,About to Sleep
17213,2010-12-08 13:03:00,7,2358.81,2,5,5,5,5-5-5,Champions
17215,2010-09-01 13:39:00,1,154.9,100,2,2,1,2-2-1,About to Sleep
17216,2010-06-03 13:03:00,1,63.6,190,1,2,1,1-2-1,Hibernating
17217,2010-03-30 13:35:00,1,75.775,255,1,2,1,1-2-1,Hibernating
17218,2010-12-06 15:25:00,9,2144.65,4,5,5,5,5-5-5,Champions
17219,2010-10-19 11:29:00,1,144.9,52,3,2,1,3-2-1,Promising
17220,2010-10-18 11:25:00,7,1264.075,53,3,5,4,3-5-4,Loyal Customers
17221,2010-04-27 10:27:00,3,605.355,227,1,4,3,1-4-3,Loyal Customers
17222,2010-08-19 13:48:00,5,1181.295,113,2,4,4,2-4-4,Loyal Customers
17223,2010-12-06 14:08:00,2,372.44,4,5,3,2,5-3-2,Potential Loyalists
17224,2010-07-26 13:30:00,1,58.935,137,2,2,1,2-2-1,About to Sleep
17225,2010-05-07 11:38:00,1,131.15,217,1,2,1,1-2-1,Hibernating
17226,2010-09-21 10:10:00,2,351.03,80,2,3,2,2-3-2,About to Sleep
17227,2010-12-06 11:16:00,7,756.84,4,5,5,3,5-5-3,Loyal Customers
17228,2010-12-07 10:06:00,7,1262.2649999999999,3,5,5,4,5-5-4,Champions
17230,2010-05-25 11:07:00,10,4740.375,199,1,5,5,1-5-5,Loyal Customers
17231,2010-11-15 15:03:00,15,3802.45,25,4,5,5,4-5-5,Champions
17233,2010-09-17 13:20:00,2,363.68,84,2,3,2,2-3-2,About to Sleep
17235,2010-12-02 13:38:00,7,1221.67,8,5,5,4,5-5-4,Champions
17236,2010-10-25 11:43:00,6,725.96,46,3,5,3,3-5-3,Loyal Customers
17237,2010-11-29 11:51:00,2,674.29,11,5,3,3,5-3-3,Potential Loyalists
17238,2010-12-03 15:10:00,17,3890.195,7,5,5,5,5-5-5,Champions
17239,2010-11-17 15:28:00,3,482.45,23,4,4,3,4-4-3,Loyal Customers
17240,2010-04-22 15:44:00,1,117.85,232,1,2,1,1-2-1,Hibernating
17241,2010-11-19 13:01:00,12,2610.29,21,4,5,5,4-5-5,Champions
17242,2010-09-09 10:44:00,3,1537.105,92,2,4,4,2-4-4,Loyal Customers
17243,2010-12-05 10:03:00,44,11019.24,5,5,5,5,5-5-5,Champions
17244,2010-11-21 13:53:00,4,783.635,19,4,4,3,4-4-3,Loyal Customers
17245,2010-01-19 15:39:00,1,171.16,325,1,2,1,1-2-1,Hibernating
17246,2010-06-11 12:36:00,2,37.41,182,1,3,1,1-3-1,Other
17248,2010-08-15 11:55:00,1,181.89000000000001,117,2,2,1,2-2-1,About to Sleep
17249,2010-10-07 11:33:00,1,68.03,64,3,2,1,3-2-1,Promising
17251,2010-11-22 10:42:00,2,522.53,18,4,3,3,4-3-3,Potential Loyalists
17254,2010-11-03 14:00:00,1,198.29,37,3,2,1,3-2-1,Promising
17255,2010-11-14 14:56:00,2,471.78,26,4,3,3,4-3-3,Potential Loyalists
17256,2010-08-15 13:19:00,3,147.14999999999998,117,2,4,1,2-4-1,About to Sleep
17257,2010-09-29 12:51:00,2,125.905,72,2,3,1,2-3-1,About to Sleep
17258,2010-11-08 12:37:00,2,417.3,32,4,3,2,4-3-2,Potential Loyalists
17259,2010-12-06 12:55:00,5,1186.515,4,5,4,4,5-4-4,Champions
17260,2010-10-24 13:21:00,1,89.65,47,3,2,1,3-2-1,Promising
17261,2010-07-18 11:49:00,1,218.99,145,2,2,2,2-2-2,About to Sleep
17262,2010-12-08 13:30:00,7,791.645,2,5,5,3,5-5-3,Loyal Customers
17264,2010-10-11 12:52:00,1,256.075,60,3,2,2,3-2-2,Potential Loyalists
17266,2010-07-28 16:39:00,2,201.34,135,2,3,1,2-3-1,About to Sleep
17268,2010-09-20 12:34:00,7,734.175,81,2,5,3,2-5-3,Loyal Customers
17269,2010-11-19 11:12:00,1,473.79,21,4,2,3,4-2-3,Potential Loyalists
17270,2010-08-27 14:09:00,2,454.03,105,2,3,3,2-3-3,About to Sleep
17271,2009-12-03 13:49:00,1,199.07,372,1,2,1,1-2-1,Hibernating
17273,2010-10-11 15:57:00,1,139.86,60,3,2,1,3-2-1,Promising
17274,2010-11-09 12:06:00,1,461.5,31,4,2,3,4-2-3,Potential Loyalists
17275,2010-11-21 13:26:00,1,98.7,19,4,2,1,4-2-1,Recent Customers
17276,2010-11-02 16:20:00,1,452.09,38,3,2,3,3-2-3,Potential Loyalists
17278,2010-05-23 13:49:00,1,25.2,201,1,2,1,1-2-1,Hibernating
17280,2010-09-27 16:46:00,1,118.85999999999999,74,2,2,1,2-2-1,About to Sleep
17281,2010-11-30 18:05:00,6,397.15,10,5,5,2,5-5-2,Potential Loyalists
17282,2010-09-09 19:23:00,2,579.885,92,2,3,3,2-3-3,About to Sleep
17283,2010-11-26 11:53:00,1,160.26999999999998,14,5,2,1,5-2-1,Recent Customers
17284,2010-11-15 17:14:00,2,858.62,25,4,3,4,4-3-4,Potential Loyalists
17285,2010-03-21 13:38:00,2,369.34,264,1,3,2,1-3-2,Other
17286,2010-11-04 13:52:00,2,176.575,36,4,3,1,4-3-1,Other
17287,2010-12-07 12:43:00,16,2725.755,3,5,5,5,5-5-5,Champions
17288,2010-11-14 13:42:00,4,972.54,26,4,4,4,4-4-4,Champions
17289,2010-11-28 13:40:00,6,1014.9,12,5,5,4,5-5-4,Champions
17290,2010-11-23 11:13:00,6,769.275,17,4,5,3,4-5-3,Loyal Customers
17292,2010-08-24 17:14:00,2,214.64,108,2,3,2,2-3-2,About to Sleep
17293,2010-11-10 16:31:00,8,1617.985,30,4,5,4,4-5-4,Champions
17294,2010-02-08 16:12:00,2,370.65999999999997,305,1,3,2,1-3-2,Other
17296,2009-12-09 14:01:00,1,285.24,366,1,2,2,1-2-2,Hibernating
17298,2010-11-30 17:55:00,3,384.1,10,5,4,2,5-4-2,Potential Loyalists
17299,2010-09-26 13:40:00,2,334.73,75,2,3,2,2-3-2,About to Sleep
17300,2010-11-14 10:56:00,2,322.53,26,4,3,2,4-3-2,Potential Loyalists
17301,2010-03-25 13:16:00,1,131.15,260,1,2,1,1-2-1,Hibernating
17304,2010-06-23 16:23:00,1,88.375,170,2,2,1,2-2-1,About to Sleep
17305,2010-03-01 12:47:00,1,563.58,284,1,2,3,1-2-3,Other
17306,2010-11-11 12:44:00,2,112.33,29,4,3,1,4-3-1,Other
17307,2010-11-09 13:40:00,11,1713.765,31,4,5,4,4-5-4,Champions
17308,2010-11-11 13:19:00,2,145.93499999999997,29,4,3,1,4-3-1,Other
17309,2010-11-23 13:47:00,2,222.425,17,4,3,2,4-3-2,Potential Loyalists
17310,2010-11-17 16:00:00,2,119.85,23,4,3,1,4-3-1,Other
17311,2010-11-12 12:38:00,4,1659.195,28,4,4,4,4-4-4,Champions
17314,2010-11-11 13:52:00,9,2172.185,29,4,5,5,4-5-5,Champions
17315,2010-11-29 15:36:00,5,3233.5,11,5,4,5,5-4-5,Champions
17316,2010-10-15 14:35:00,1,124.45,56,3,2,1,3-2-1,Promising
17318,2009-12-14 13:11:00,1,156.03,361,1,2,1,1-2-1,Hibernating
17319,2010-02-08 15:47:00,1,29.1,305,1,2,1,1-2-1,Hibernating
17320,2010-12-06 15:38:00,4,1664.21,4,5,4,4,5-4-4,Champions
17321,2010-11-10 12:56:00,4,901.995,30,4,4,4,4-4-4,Champions
17322,2010-11-28 14:41:00,5,898.62,12,5,4,4,5-4-4,Champions
17323,2010-10-28 19:59:00,5,644.52,43,3,4,3,3-4-3,Loyal Customers
17324,2010-12-08 12:45:00,9,1109.995,2,5,5,4,5-5-4,Champions
17325,2010-10-25 09:20:00,2,451.135,46,3,3,3,3-3-3,Potential Loyalists
17326,2010-10-27 15:38:00,2,301.45,44,3,3,2,3-3-2,Potential Loyalists
17327,2010-10-26 09:54:00,2,143.66,45,3,3,1,3-3-1,Other
17328,2010-02-04 17:11:00,1,59.075,309,1,2,1,1-2-1,Hibernating
17329,2009-12-08 16:57:00,3,470.275,367,1,4,3,1-4-3,Loyal Customers
17330,2010-06-13 12:34:00,2,17.299999999999997,180,1,3,1,1-3-1,Other
17332,2010-06-29 16:10:00,5,737.54,164,2,4,3,2-4-3,Loyal Customers
17334,2010-10-29 12:16:00,1,310.785,42,3,2,2,3-2-2,Potential Loyalists
17335,2010-11-21 10:17:00,2,471.545,19,4,3,3,4-3-3,Potential Loyalists
17336,2010-08-24 15:37:00,1,39.714999999999996,108,2,2,1,2-2-1,About to Sleep
17338,2010-11-29 16:13:00,9,5316.575,11,5,5,5,5-5-5,Champions
17339,2010-12-09 14:44:00,2,119.0,1,5,3,1,5-3-1,Other
17340,2010-12-08 15:56:00,8,8813.1,2,5,5,5,5-5-5,Champions
17341,2010-12-08 12:46:00,3,956.28,2,5,4,4,5-4-4,Champions
17342,2010-11-25 11:07:00,4,1031.71,15,5,4,4,5-4-4,Champions
17343,2010-11-28 10:33:00,5,998.8349999999999,12,5,4,4,5-4-4,Champions
17344,2009-12-11 12:31:00,1,295.64,364,1,2,2,1-2-2,Hibernating
17345,2010-11-29 11:54:00,6,875.465,11,5,5,4,5-5-4,Champions
17346,2010-12-01 14:34:00,12,2389.61,9,5,5,5,5-5-5,Champions
17348,2010-09-28 10:49:00,4,1200.22,73,2,4,4,2-4-4,Loyal Customers
17349,2010-11-24 15:09:00,4,465.575,16,4,4,3,4-4-3,Loyal Customers
17350,2010-11-10 16:15:00,3,576.771,30,4,4,3,4-4-3,Loyal Customers
17351,2010-10-08 15:40:00,9,1396.98,63,3,5,4,3-5-4,Loyal Customers
17352,2010-01-12 16:13:00,1,36.25,332,1,2,1,1-2-1,Hibernating
17353,2010-08-05 08:54:00,2,234.99999999999997,127,2,3,2,2-3-2,About to Sleep
17354,2010-10-07 13:42:00,3,801.265,64,3,4,3,3-4-3,Loyal Customers
17355,2010-11-18 13:18:00,1,218.875,22,4,2,2,4-2-2,Potential Loyalists
17356,2010-06-03 10:25:00,4,645.8249999999999,190,1,4,3,1-4-3,Loyal Customers
17358,2010-11-28 13:21:00,3,482.865,12,5,4,3,5-4-3,Loyal Customers
17359,2010-03-01 14:48:00,1,151.2,284,1,2,1,1-2-1,Hibernating
17360,2010-11-19 12:00:00,3,597.37,21,4,4,3,4-4-3,Loyal Customers
17361,2010-02-01 14:33:00,2,380.875,312,1,3,2,1-3-2,Other
17362,2010-11-04 12:39:00,5,695.975,36,4,4,3,4-4-3,Loyal Customers
17363,2010-11-09 17:11:00,3,844.645,31,4,4,4,4-4-4,Champions
17364,2010-11-28 15:47:00,17,6522.675,12,5,5,5,5-5-5,Champions
17365,2010-11-18 10:19:00,7,3175.09,22,4,5,5,4-5-5,Champions
17366,2010-10-03 16:04:00,2,977.9549999999999,68,3,3,4,3-3-4,Potential Loyalists
17368,2010-11-29 15:48:00,6,644.715,11,5,5,3,5-5-3,Loyal Customers
17369,2010-09-10 09:49:00,1,19.974999999999998,91,2,2,1,2-2-1,About to Sleep
17371,2010-03-26 14:01:00,3,236.97,259,1,4,2,1-4-2,Other
17372,2010-11-23 11:12:00,20,2836.88,17,4,5,5,4-5-5,Champions
17373,2010-10-17 13:35:00,3,519.6800000000001,54,3,4,3,3-4-3,Loyal Customers
17374,2010-11-09 17:14:00,1,231.34,31,4,2,2,4-2-2,Potential Loyalists
17375,2010-10-04 09:14:00,1,259.19,67,3,2,2,3-2-2,Potential Loyalists
17376,2010-10-31 10:42:00,2,245.24,40,3,3,2,3-3-2,Potential Loyalists
17377,2010-12-09 10:42:00,60,13774.545,1,5,5,5,5-5-5,Champions
17378,2010-11-30 18:46:00,1,8.649999999999999,10,5,2,1,5-2-1,Recent Customers
17380,2010-10-01 16:42:00,3,602.5,70,3,4,3,3-4-3,Loyal Customers
17381,2010-12-06 09:45:00,12,2512.385,4,5,5,5,5-5-5,Champions
17382,2010-09-30 10:53:00,7,609.41,71,3,5,3,3-5-3,Loyal Customers
17383,2010-09-12 14:54:00,1,96.39999999999998,89,2,2,1,2-2-1,About to Sleep
17384,2010-08-29 16:01:00,1,168.175,103,2,2,1,2-2-1,About to Sleep
17386,2010-11-19 13:40:00,1,126.35000000000001,21,4,2,1,4-2-1,Recent Customers
17388,2010-10-15 10:39:00,7,522.265,56,3,5,3,3-5-3,Loyal Customers
17389,2010-11-30 12:21:00,27,11541.65,10,5,5,5,5-5-5,Champions
17390,2010-10-15 11:29:00,1,147.925,56,3,2,1,3-2-1,Promising
17392,2010-09-15 16:17:00,1,153.17,86,2,2,1,2-2-1,About to Sleep
17393,2010-10-25 11:10:00,2,323.21,46,3,3,2,3-3-2,Potential Loyalists
17395,2010-07-19 15:34:00,1,81.25,144,2,2,1,2-2-1,About to Sleep
17396,2010-12-03 09:45:00,7,1177.265,7,5,5,4,5-5-4,Champions
17397,2010-10-19 13:20:00,1,493.305,52,3,2,3,3-2-3,Potential Loyalists
17400,2010-05-07 17:49:00,3,2460.695,217,1,4,5,1-4-5,Loyal Customers
17401,2010-06-16 16:54:00,1,114.85,177,1,2,1,1-2-1,Hibernating
17402,2010-12-05 15:06:00,12,1612.32,5,5,5,4,5-5-4,Champions
17403,2010-09-15 12:29:00,1,92.28999999999999,86,2,2,1,2-2-1,About to Sleep
17404,2010-10-26 15:48:00,8,3171.63,45,3,5,5,3-5-5,Loyal Customers
17406,2010-12-08 10:35:00,11,2440.835,2,5,5,5,5-5-5,Champions
17407,2010-10-24 11:57:00,1,533.025,47,3,2,3,3-2-3,Potential Loyalists
17408,2010-07-27 13:17:00,2,167.555,136,2,3,1,2-3-1,About to Sleep
17409,2010-10-14 10:10:00,8,3554.975,57,3,5,5,3-5-5,Loyal Customers
17411,2010-11-18 11:55:00,2,641.72,22,4,3,3,4-3-3,Potential Loyalists
17412,2010-12-02 16:29:00,10,2512.585,8,5,5,5,5-5-5,Champions
17413,2010-10-31 12:33:00,2,380.34499999999997,40,3,3,2,3-3-2,Potential Loyalists
17414,2010-10-12 16:53:00,4,163.395,59,3,4,1,3-4-1,Other
17416,2010-11-11 12:47:00,15,9212.27,29,4,5,5,4-5-5,Champions
17417,2010-06-09 10:00:00,1,164.18,184,1,2,1,1-2-1,Hibernating
17418,2010-11-17 13:42:00,1,185.485,23,4,2,1,4-2-1,Recent Customers
17419,2010-12-07 15:04:00,8,2193.5,3,5,5,5,5-5-5,Champions
17420,2010-12-01 09:56:00,4,474.3,9,5,4,3,5-4-3,Loyal Customers
17421,2010-11-18 16:57:00,3,1040.485,22,4,4,4,4-4-4,Champions
17422,2010-11-23 10:24:00,5,1537.46,17,4,4,4,4-4-4,Champions
17423,2010-11-11 12:26:00,1,318.075,29,4,2,2,4-2-2,Potential Loyalists
17426,2010-09-13 12:35:00,7,2757.81,88,2,5,5,2-5-5,Loyal Customers
17428,2010-12-06 09:37:00,18,11260.705,4,5,5,5,5-5-5,Champions
17429,2010-11-08 13:28:00,2,825.14,32,4,3,3,4-3-3,Potential Loyalists
17430,2010-12-09 13:05:00,3,463.76,1,5,4,3,5-4-3,Loyal Customers
17432,2010-11-19 17:01:00,7,1324.68,21,4,5,4,4-5-4,Champions
17433,2010-11-19 13:37:00,1,247.9,21,4,2,2,4-2-2,Potential Loyalists
17435,2010-10-24 13:55:00,1,273.1,47,3,2,2,3-2-2,Potential Loyalists
17436,2010-10-27 13:43:00,3,317.76,44,3,4,2,3-4-2,Potential Loyalists
17437,2010-06-28 11:11:00,1,352.925,165,2,2,2,2-2-2,About to Sleep
17438,2010-09-21 14:12:00,4,966.9,80,2,4,4,2-4-4,Loyal Customers
17439,2010-02-22 12:48:00,1,245.885,291,1,2,2,1-2-2,Hibernating
17440,2010-06-08 14:40:00,1,89.535,185,1,2,1,1-2-1,Hibernating
17441,2009-12-07 13:32:00,1,289.92,368,1,2,2,1-2-2,Hibernating
17442,2010-11-23 14:46:00,9,2312.165,17,4,5,5,4-5-5,Champions
17448,2010-07-30 14:07:00,46,14315.685,133,2,5,5,2-5-5,Loyal Customers
17449,2010-11-17 13:50:00,6,2321.935,23,4,5,5,4-5-5,Champions
17450,2010-12-07 09:43:00,7,3991.58,3,5,5,5,5-5-5,Champions
17454,2010-09-03 10:43:00,6,1005.11,98,2,5,4,2-5-4,Loyal Customers
17456,2010-12-09 15:23:00,2,945.135,1,5,3,4,5-3-4,Potential Loyalists
17457,2010-11-25 13:05:00,9,2435.68,15,5,5,5,5-5-5,Champions
17458,2010-11-23 11:43:00,1,213.08,17,4,2,2,4-2-2,Potential Loyalists
17460,2010-12-02 15:14:00,12,1578.81,8,5,5,4,5-5-4,Champions
17463,2010-05-28 10:04:00,2,652.98,196,1,3,3,1-3-3,At Risk
17464,2010-07-05 13:24:00,2,541.5400000000001,158,2,3,3,2-3-3,About to Sleep
17465,2010-10-10 11:56:00,7,2466.2,61,3,5,5,3-5-5,Loyal Customers
17467,2010-11-09 12:58:00,1,94.8,31,4,2,1,4-2-1,Recent Customers
17468,2010-11-29 17:25:00,1,56.949999999999996,11,5,2,1,5-2-1,Recent Customers
17469,2010-11-04 17:38:00,12,3095.8650000000002,36,4,5,5,4-5-5,Champions
17470,2010-12-07 09:57:00,7,1627.145,3,5,5,4,5-5-4,Champions
17471,2010-08-22 11:53:00,1,321.375,110,2,2,2,2-2-2,About to Sleep
17472,2010-03-21 13:27:00,1,224.81,264,1,2,2,1-2-2,Hibernating
17473,2010-10-27 11:45:00,2,590.4,44,3,3,3,3-3-3,Potential Loyalists
17474,2010-04-19 10:43:00,1,728.25,235,1,2,3,1-2-3,Other
17476,2010-11-09 10:21:00,2,435.985,31,4,3,3,4-3-3,Potential Loyalists
17477,2010-04-06 10:06:00,2,975.3,248,1,3,4,1-3-4,At Risk
17478,2010-10-27 15:01:00,2,1215.275,44,3,3,4,3-3-4,Potential Loyalists
17479,2010-03-17 09:26:00,1,386.94,268,1,2,2,1-2-2,Hibernating
17480,2010-09-21 12:31:00,1,370.135,80,2,2,2,2-2-2,About to Sleep
17482,2010-08-09 15:33:00,2,744.515,123,2,3,3,2-3-3,About to Sleep
17483,2010-10-21 12:43:00,1,156.56,50,3,2,1,3-2-1,Promising
17484,2010-05-12 15:41:00,2,164.27,212,1,3,1,1-3-1,Other
